company,ticker,exchange,date,analyst_name,question,label
Koppers Holdings Inc.,KOP,NYSE,2024-11-08,Gary Prestopino,"Hey Leroy, you mentioned some competitive issues and share losses in PC. Could you go into that a little bit more please? What's going on there?",
Emera Incorporated,EMA,NYSE,2024-11-08,Patrick Kenny,"Oh, thank you. Good evening. I'm just wondering on the back of this week's election here and I know last time around through the 2017 corporate tax cut, it really caused a lot -- quite a bit of noise around revenues and the impact on FFO and credit ratios. Just wondering any thoughts on how you might be able to perhaps get ahead of that and mitigate that risk this time around.",
"Oscar Health, Inc.",OSCR,NYSE,2024-11-09,Joshua Raskin,"Yes, that all makes sense. But I guess you're assuming the $2.25 million assumes a sunset, if something were to change favorably, I guess, you'd revisit that number. So, I guess that definitely helpful.",
"FlexShopper, Inc.",FPAY,NASDAQ,2024-11-14,Steve Silver,"Thanks, operator. And good morning and thanks for taking the questions, and congratulations as well on the strong results. I was hoping you could provide some color on the retail pipeline. You guys mentioned in the prepared remarks the strong expansion to-date and the fact that you blew past your own internal estimates on the number of locations earlier in the year. I'm just curious as to whether there are any factors you can cite for that acceleration in the pipeline compared to your initial estimates and how you see the breadth of the retail pipeline continuing in 2025?",
Futu Holdings Limited,FUTU,NASDAQ,2024-11-19,Charles Zhou,"[Foreign Language] So, first of all, congratulations to the management. I think it's a very solid set of results. I have a follow-up question regarding the special dividend. I think we know the shareholders, right, so you have the buyback and also the dividend. So, what's the rationale behind of giving the dividend now? And how do you see -- so do you prefer buyback or dividend going forward? So -- and what factors do you consider when you determine the buyback or the dividend? And what do you feel the investor will prefer currently? My second question is that compared with the Visible Alpha consensus, we're glad to see the top-line is a 4% beat, but net profit is just largely in line. We also noticed there's one item of other costs and loss of HK$131.4 million, which is not small. So, for management, also would you please clarify -- so what is -- so could you please clarify for this item? And will this also affect your net profit going forward? Thanks.",
Geospace Technologies Corporation,GEOS,NASDAQ,2024-11-22,Scott Bundy,"So Robert with the 17 acres for sale next to the plant, what's the status of that?",
"Cogent Communications Holdings, Inc.",CCOI,NASDAQ,2024-11-07,Dave Schaeffer,"Yes. So to directly answer your data center question, one, believe we will have transactions, whether they be leases or sales that are reportable before June, so you don't have to wait for June. A proof point. Now whether that's the entire portfolio, I doubt it…",
"Inter & Co, Inc.",INTR,NASDAQ,2024-11-14,Ricardo Buchpiguel,Okay. Great. And just a quick follow-up. If you could also mention if the deterioration in the macro environment changed in any way the outlook for loan growth with you guys if you are more -- you mentioned you're being more cautious -- could be more cautious a little bit on the consumer finance. If we should see something similar as well in the other products?,
Elbit Systems Ltd.,ESLT,NASDAQ,2024-11-19,Unidentified Analyst,"Okay, thank you. And just to make sure, are you still with the target of 10% operating profit in the medium term, maybe 2026 and beyond?",
"Kandi Technologies Group, Inc.",KNDI,NASDAQ,2024-11-18,Unidentified Analyst,"Yeah. You issued two press releases in October. They made reference to autonomous driving technologies, and also ride hailing, et cetera. And you basically said in those press releases that they would be facilitated by your acquisition of Hangzhou Honghu.",
"The Beachbody Company, Inc.",BODI,NYSE,2024-11-12,Susan Anderson,"Hi, good evening. Thanks for taking my questions. I was wondering if maybe you could expand on the revenue guidance for fourth quarter. It looks like it's a little bit of a step down from third quarter. So I'm curious, is this going to be consistent across the digital and nutrition businesses, or is it one over the other and then I guess, how should we just think about that step down? Thanks.",
"ChargePoint Holdings, Inc.",CHPT,NYSE,2024-12-04,Chris Dendrinos,"Yeah. Thank you. I just wanted to follow-up on the longer term outlook for '26 and the positive EBITDA comment. Can you just maybe, I guess, walk us through some of the levers that you all have to achieve that? Is that really just a function of revenue growth, or are there additional levers that you all have to, I guess, manage on your side outside of the kind of macro demand environment? Thanks.",
"Iovance Biotherapeutics, Inc.",IOVA,NASDAQ,2024-11-07,Peter Lawson,"Got you. Thank you so much. I guess just a question around the IL-2 stocking level, how does that change over time? I assume there's going to be less stocking each quarter, but just if you kind of walk through the dynamics of what you think that IL-2 number would look like for both use and then the stocking level. Thank you.",
"Vivos Therapeutics, Inc.",VVOS,NASDAQ,2024-11-14,Scott Henry,"Okay. Thank you for that color. And then, Brad, in the third quarter there was still this big bolus from VIP revenue that came in since the number was flat despite dramatically fewer VIPs. Is that sort of an accounting catch up? And when we get into fourth quarter, should we expect the revenue to reflect the number of VIPs coming in? I mean basically that line should fade to I imagine close to zero over time. And maybe should we start to see that in Q4?",
"Novavax, Inc.",NVAX,NASDAQ,2024-11-12,Vernon Bernardino,"Hi. Thanks for taking my question. I actually have two questions. Excuse me. The first question I had is, there's some evidence that the flu vaccine this year was not as good as in prior years. Just wondering how the CIC vaccine formulation for the flu vaccine component is handling that. And then second question I have is, just wondering if you could provide us insight into how the gross margins may change going forward? Thank you.",
